movie_id,title,tags,cluster_label
10764,Quantum of Solace,"quantum of solac continu the adventur of jame bond after casino royale. betray by vesper, the woman he loved, 007 fight the urg to make hi latest mission personal. pursu hi determin to uncov the truth, bond and m interrog mr. white, who reveal that the organ that blackmail vesper is far more complex and danger than anyon had imagined. quantum of solac adventur action thriller crime kill undercov secretag britishsecretserv eon product danielcraig olgakurylenko mathieuamalr judidench giancarlogiannini gemmaarterton jeffreywright davidharbour jesperchristensen anatoletaubman rorykinnear timpigott-smith joaquíncosio glennfost paulritt stanakat lucrezialantedellarov neiljackson oonachaplin rachelmcdow gustavonanez markwakel sarahhadland daviddecio aaronk alexandraprusa brandonjovanovich alexandrekrawetz fernandoguilléncuervo jesúsochoa simonkassianid brendano'hea barbarabroccoli marcforst michaelg.wilson",86
58,Pirates of the Caribbean: Dead Man's Chest,"captain jack sparrow work hi way out of a blood debt with the ghostli davey jones, he also attempt to avoid etern damnation. pirat of the caribbean: dead man' chest adventur fantasi action witch fortunetel bondag exoticisland monster captain cardgam eastindiatradingcompani compass ship daughter pirat swashbuckl aftercreditsst walt disney pictur jerri bruckheim film second mate product johnnydepp orlandobloom keiraknightley stellanskarsgård billnighi jackdavenport kevinmcn jonathanpryc leearenberg mackenziecrook tomholland naomieharri davidbaili martinklebba davidschofield alexnorton geoffreyrush dermotkeaney andybeckwith cliveashborn reggiel christopheradamson jonathanlinsley johnbosw maxbak stevespeir laurenmah vanessabranch lukedewoolfson jonathankit ho-kwant peterdonaldbadalamentiii christophers.capp goreverbinski jerrybruckheim peterkohn patsandston",390
57201,The Lone Ranger,"the texa ranger chase down a gang of outlaw led by butch cavendish, but the gang ambush the rangers, seemingli kill them all. one survivor is found, however, by an american indian name tonto, who nur him back to health. the ranger, don a mask and ride a white stallion name silver, team up with tonto to bring the unscrupul gang and other of that ilk to justice. the lone ranger action adventur western texa hor survivor texasrang partner outlaw escap lawyer train lonerang comanch thelonerang tonto walt disney pictur jerri bruckheim film infinitum nihil silver bullet product (ii) blind wink product classic media johnnydepp armiehamm williamfichtn helenabonhamcart jamesbadged tomwilkinson ruthwilson barrypepp jamesfrain masoncook matto'leari leonrippi harrytreadaway damonherriman w.earlbrown gilbirmingham saginawgr stephenbrodi matthewpag nickw.nicholson bryantprinc jdcullum joaquíncosio timothyv.murphi damoncarney kevinwiggin chadbrummett robertbak lewtempl stephenroot randyoglesbi bradgreenquist rancehoward leonardearlhowz travishamm stevecorona jackaxelrod christopherhagen fredafohshen margaretbowman luzp.mendez lainalouck devonj.adam desiraeanslov charlottecormi meganpribyl brianavanschuyv juliestracen chadrand jasone.hil bethbailey joannecamp bobrumnock taitfletch alexknight argosmaccallum pokeylafarg joeyglynn adamhoskin ryankoenig goreverbinski jerrybruckheim",326
49521,Man of Steel,"a young boy learn that he ha extraordinari power and is not of thi earth. as a young man, he journey to discov where he came from and what he wa sent here to do. but the hero in him must emerg if he is to save the world from annihil and becom the symbol of hope for all mankind. man of steel action adventur fantasi sciencefict savingtheworld dccomic superhero basedoncomicbook superhuman alieninva reboot superpow dcextendeduniv legendari pictur warner bros. dc entertain syncopi cruel and unusu film henrycavil amyadam michaelshannon kevincostn dianelan russellcrow laurencefishburn antjetrau christophermeloni jadingould tahmohpenikett ayeletzur richardschiff dylansprayberri michaelkelli carlagugino richardcetron mackenziegray julianrich maryblack samanthajo rebeccabul christinawren davidlewi dougabraham bradkelli alessandrojuliani jackfoley robertgerdisch harrylennix jacquelinescislowski seancampbel rajlal charlesroven christophernolan emmathoma zacksnyd deborahsnyd",28
2454,The Chronicles of Narnia: Prince Caspian,"one year after their incr adventur in the lion, the witch and the wardrobe, peter, edmund, luci and susan pevensi return to narnia to aid a young princ whose life ha been threaten by the evil king miraz. now, with the help of a color cast of new characters, includ trufflehunt the badger and nikabrik the dwarf, the pevensi clan embark on an incr quest to ensur that narnia is return to it right heir. the chronicl of narnia: princ caspian adventur famili fantasi basedonnovel fictionalplac brothersisterrelationship lion humanb wretch leapintim matteroflifeanddeath faith uncl narnia fantasyworld walt disney walden media stillk film ozumi film propel silverbel film revolut sun studio benbarn williammoseley annapopplewel skandarkeyn georgiehenley sergiocastellitto aliciaborrachero peterdinklag warwickdavi vincentgrass pierfrancescofavino damiánalcázar simónandreu predragbjelac shanerangi cornelljohn liamneeson kenstott tildaswinton eddieizzard kláraissová markjohnson andrewadamson philipsteu",111
24428,The Avengers,"when an unexpect enemi emerg and threaten global safeti and security, nick fury, director of the intern peacekeep agenc known as s.h.i.e.l.d., find himself in need of a team to pull the world back from the brink of disaster. span the globe, a dare recruit effort begins! the aveng sciencefict action adventur newyork shield marvelcom superhero basedoncomicbook alieninva superheroteam aftercreditsst duringcreditsst marvelcinematicuniv paramount pictur marvel studio robertdowneyjr. chrisevan markruffalo chrishemsworth scarlettjohansson jeremyrenn tomhiddleston clarkgregg cobiesmuld stellanskarsgård samuell.jackson gwynethpaltrow paulbettani jennyagutt walterperez powersbooth stanl arthurdarbinyan donaldli ashleyjohnson harrydeanstanton aliciasixto dieterriesl jamiemcshan jeffwolf jerzyskolimowski maximilianohernández alexisdenisof jameseckh envergjokaj damionpo tinabenko kirillnikiforov m'laahkaursingh rashmirustagi warrenkol jessegarcia kennethtigar joshcowderi katsumikomatsu yumikokomatsu momokokomatsu robertclohessi fernandatok andreavecchio robinswoboda brentmcg michaelzhang william-christopherstephen kelleyrobin romyrosemont patkiernan thomasrobert jillianmorg catherineanderson ricardoandr loganbennett mayankbhatt sharitabon jasonbotsford marykatecampbel genen.chavez laylacushman robertdean rickdremann jeffreyfeingold louferrigno rodfield ericfrank israelh carmendeeharri alexanderchristopherjon mikekarban demoinekinney andrewknod annettelawless kimberlyj.mahoney toddman jorgemardel tiffanysandermckenzi michaelmcmillan seanmeehan jotinagra hollyne calebdanielno josepho'brien jeremyorr natepaig martinpalm mariaperossa calebpieplow alexanderdanielpimentel frankpow jaimepow brentreichert kellyrubl ginasarno robertb.schneideriv jeffseich christinashaff alondashevett douglasslygh colinstrau robertp.thitoff georgethoma shanethompson jerryleetuck taiurban chrisvaina sandraweston sethzielick alexdecourvil debbiescaletta andrea-nicholeoliva tinagrimm kevinfeig josswhedon",308
1865,Pirates of the Caribbean: On Stranger Tides,"captain jack sparrow cross path with a woman from hi past, and he' not sure if it' love -- or if she' a ruthless con artist who' use him to find the fabl fountain of youth. when she forc him aboard the queen anne' revenge, the ship of the formid pirat blackbeard, jack find himself on an unexpect adventur in which he doesn't know who to fear more: blackbeard or the woman from hi past. pirat of the caribbean: on stranger tide adventur action fantasi sea captain mutini sword primeminist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditsst 3d walt disney pictur jerri bruckheim film move pictur compani (mpc) johnnydepp penélopecruz ianmcshan kevinmcn geoffreyrush samclaflin astridbergès-frisbey stephengraham gregelli damiano'har óscarjaenada richardgriffith keithrichard gemmaward judidench ianmerc robbiekay christopherfairbank yukimatsuzaki steveevet bronsonwebb derekmear deobiaoparei sebastianarmesto antonless rogerallam paulbaz richardthomson dannyleboy alanj.utley-moor lukerobert emiliajon sanyahugh lejon siegfriedpet jerrybruckheim robmarsh",390
41154,Men in Black 3,"agent j (will smith) and k (tommi lee jones) are back...in time. j ha seen some inexpl thing in hi 15 year with the men in black, but nothing, not even aliens, perplex him as much as hi wry, retic partner. but when k' life and the fate of the planet are put at stake, agent j will have to travel back in time to put thing right. j discov that there are secret to the univ that k never told him - secret that will reveal themselv as he team up with the young agent k (josh brolin) to save hi partner, the agency, and the futur of humankind. men in black 3 action comedi sciencefict timetravel timemachin alien fictionalgovernmentag seeingthefutur changinghistori amblin entertain media magik entertain imagen abu dhabi fz hemisph media capit parkes/macdonald product willsmith tommyleejon joshbrolin michaelstuhlbarg emmathompson jemainecl nicolescherz aliceev billhad michaelchernu davidrasch keoneyoung cayenmartin mikecolt melahudson willarnett kelvindavi danbittn walterf.park barrysonnenfeld lauriemacdonald lowellcunningham",401
122917,The Hobbit: The Battle of the Five Armies,"immedi after the event of the desol of smaug, bilbo and the dwarv tri to defend erebor' mountain of treasur from other who claim it: the men of the ruin laketown and the elv of mirkwood. meanwhil an armi of orc led by azog the defil is march on erebor, fuel by the rise of the dark lord sauron. dwarves, elv and men must unite, and the hope for middle-earth fall into bilbo' hands. the hobbit: the battl of the five armi action adventur fantasi corrupt elv dwarv orc middle-earth(tolkien) hobbit dragon battl unlikelyfriendship epicbattl swordandsorceri wingnut film new line cinema warner bros. pictur 3foot7 metro-goldwyn-may (mgm) martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn johncallen peterhambleton jedbrophi markhadlow adambrown orlandobloom evangelinelilli leepac cateblanchett hugoweav christopherl ianholm mikaelpersbrandt sylvestermccoy lukeevan stephenfri johnbel ryangag peggynesbitt marynesbitt manubennett johntui billyconnolli benedictcumberbatch kellykilgour sarahpeir nickblak simonlondon conansteven allansmith mirandaharcourt thomasinmckenzi peterjackson franwalsh philippaboyen carolynnecunningham guillermodeltoro zanewein",167
1930,The Amazing Spider-Man,"peter parker is an outcast high schooler abandon by hi parent as a boy, leav him to be rai by hi uncl ben and aunt may. like most teenagers, peter is tri to figur out who he is and how he got to be the person he is today. as peter discov a mysteri briefca that belong to hi father, he begin a quest to understand hi parents' disappear – lead him directli to oscorp and the lab of dr. curt connors, hi father' former partner. as spider-man is set on a colli cour with connors' alter ego, the lizard, peter will make life-alt choic to use hi power and shape hi destini to becom a hero. the amaz spider-man action adventur fantasi lossoffath vigil serum marvelcom scientificexperi spiderbit maskedvigil reboot superpow geneticengin socialoutcast duringcreditsst columbia pictur laura ziskin product marvel entertain andrewgarfield emmaston rhysifan denisleari campbellscott irrfankhan martinsheen sallyfield maxcharl chriszylka embethdavidtz leifgantvoort hannahmark kelseyasbil c.thomashowel stanl michaelmass michaelpapajohn karicoleman charliedepew skylergisondo jacobrodi jakekeiff kevinmccorkl barbaraeveharri danielleburgio michaelbarra andypessoa andygladbach ringhendricks-tellefsen tomwait keithcampbel stevedecastro jameschen alexanderbedria johnburk jillflint markdaugherti miltongonzález vincentlaresca damienlemon tyupshaw tiatexada jaycaputo terrybozeman jenniferlyon ambersteven zoeydeutch jodycosgrove-kao maxbogn ethancohn mileselliot mirandaladawnhil amandamacdonald maurymorgan amynovondo kristinquick lauraziskin aviarad marcwebb matttolmach",97
20662,Robin Hood,"when soldier robin happen upon the die robert of loxley, he promi to return the man' sword to hi famili in nottingham. there, he assum robert' identity; romanc hi widow, marion; and draw the ire of the town' sheriff and king john' henchman, godfrey. robin hood action adventur robinhood archer knight sherwoodforest bowandarrow middleag mediev kingofengland imagin entertain univ pictur scott free product rel media russellcrow cateblanchett maxvonsydow williamhurt markstrong oscarisaac dannyhuston eileenatkin markaddi matthewmacfadyen kevindurand scottgrim alandoyl douglashodg léaseydoux jonathanzaccaï robertpugh gerardmcsorley velibortop ciaranflynn simonmcburney marklewisjon bronsonwebb denisménochet rubybent jessicarain johnnichola royhold denisegough lukeevan arthurdarvil gianninafacio ralphineson jakecurran briangraz ridleyscott russellcrow",401
57158,The Hobbit: The Desolation of Smaug,"the dwarves, bilbo and gandalf have success escap the misti mountains, and bilbo ha gain the one ring. they all continu their journey to get their gold back from the dragon, smaug. the hobbit: the desol of smaug adventur fantasi elv dwarv orc hobbit dragon wizard swordandsorceri wingnut film new line cinema warner bros. pictur metro-goldwyn-may (mgm) martinfreeman ianmckellen richardarmitag kenstott grahammctavish williamkirch jamesnesbitt stephenhunt deano'gorman aidanturn benedictcumberbatch leepac lukeevan evangelinelilli orlandobloom mikaelpersbrandt manubennett stephenfri johnbel sylvestermccoy terrynotari peterhambleton cateblanchett stephencolbert jedbrophi sarahpeir marynesbitt peggynesbitt markhadlow johncallen adambrown benmitchel peterjackson franwalsh carolynnecunningham zanewein",167
2268,The Golden Compass,"after overhear a shock secret, precoci orphan lyra belacqua trade her carefr exist roam the hall of jordan colleg for an otherworldli adventur in the far north, unawar that it' part of her destiny. the golden compass adventur fantasi england compass experi lordship uncl polarbear orphan anim basedonyoungadultnovel new line cinema ingeni film partner depth of field scholast product dakotabluerichard nicolekidman danielcraig samelliott evagreen freddiehighmor ianmckellen benwalk ianmcshan kristinscottthoma kathyb jimcart tomcourtenay christopherl simonmcburney jackshepherd magdaszubanski derekjacobi clarehiggin charlierow stevenloton michaelantoni markmottram hattiemorahan jasonwatkin samhoar briannickel thomasarnold helensoraya chrisweitz billcarraro deborahfort",345
254,King Kong,"in 1933 new york, an overli ambiti movi produc coerc hi cast and hire ship crew to travel to mysteri skull island, where they encount kong, a giant ape who is immedi smitten with the lead lady. king kong adventur drama action filmbusi screenplay showbusi filmmak filmproduc exoticisland monster indigen ship dinosaur wingnut film univ pictur big primat pictur mfpv film naomiwatt jackblack adrienbrodi thomaskretschmann colinhank andyserki evanpark jamiebel lobochan johnsumn craighal kylechandl williamjohnson davidpittu markhadlow geraldinebrophi daviddenni pipmushin jimknobeloch richerbert leedonahu tomhobb tirielmora jedbrophi johnwraight williamwallac frankedward crawfordthomson richardkavanagh stephenh joefolau chiclittlewood samueltaylor peterjackson franwalsh janblenkin carolynnecunningham",314
